"","X1","region","Quarter","Price","QuarterEnding","pmt","principal","t_i","pti","min_inc","HAI"
"59",NA,"CHOWCHILLA","2018-Q1",249900,"2018-01-01",1005.85048576654,199920,287.385,1293.23548576654,51729.4194306618,0.391462456452541
"60",NA,"CHULA VISTA","2018-Q1",505000,"2018-01-01",2032.63103366188,404000,580.75,2613.38103366188,104535.241346475,2.4983794886193
"61",NA,"CITRUS HEIGHTS","2018-Q1",317000,"2018-01-01",1275.92878746696,253600,364.55,1640.47878746696,65619.1514986786,0.434461695284682
"62",NA,"CLAREMONT","2018-Q1",630922.5,"2018-01-01",2539.47060066443,504738,725.560875,3265.03147566443,130601.259026577,0.372712502531922
"63",NA,"CLAYTON","2018-Q1",777500,"2018-01-01",3129.44678944973,622000,894.125,4023.57178944973,160942.871577989,0.416820554822012
"64",NA,"CLEARLAKE","2018-Q1",150000,"2018-01-01",603.751792176797,120000,172.5,776.251792176797,31050.0716870719,0.472468126200658
"65",NA,"CLOVERDALE","2018-Q1",558000,"2018-01-01",2245.95666689768,446400,641.7,2887.65666689768,115506.266675907,0.283298720865364
"66",NA,"CLOVIS","2018-Q1",320000,"2018-01-01",1288.0038233105,256000,368,1656.0038233105,66240.15293242,0.543047983530821
"67",NA,"COACHELLA","2018-Q1",249400,"2018-01-01",1003.83797979262,199520,286.81,1290.64797979262,51625.9191917048,0.391523245567279
"68",NA,"COALINGA","2018-Q1",165000,"2018-01-01",664.126971394477,132000,189.75,853.876971394477,34155.0788557791,0.672955881212603
"69",NA,"COARSEGOLD","2018-Q1",275000,"2018-01-01",1106.87828565746,220000,316.25,1423.12828565746,56925.1314262984,0.492823657153708
"70",NA,"COLFAX","2018-Q1",355000,"2018-01-01",1428.87924148509,284000,408.25,1837.12924148509,73485.1696594035,0.477156874635067
"71",NA,"COLTON","2018-Q1",291000,"2018-01-01",1171.27847682299,232800,334.65,1505.92847682299,60237.1390729194,0.3781528802365
"72",NA,"COMPTON","2018-Q1",380000,"2018-01-01",1529.50454018122,304000,437,1966.50454018122,78660.1816072488,0.274565249022014
"73",NA,"CONCORD","2018-Q1",561000,"2018-01-01",2258.03170274122,448800,645.15,2903.18170274122,116127.268109649,0.328168680150961
"74",NA,"COPPEROPOLIS","2018-Q1",288465,"2018-01-01",1161.0750715352,230772,331.73475,1492.8098215352,59712.3928614079,0.555106192293077
"75",NA,"CORONA","2018-Q1",479000,"2018-01-01",1927.9807230179,383200,550.85,2478.8307230179,99153.2289207162,0.406099178729913
"76",NA,"CORONADO","2018-Q1",1668750,"2018-01-01",6716.73868796687,1335000,1919.0625,8635.80118796687,345432.047518675,0.112723646198029
"77",NA,"COSTA MESA","2018-Q1",8e+05,"2018-01-01",3220.00955827625,640000,920,4140.00955827625,165600.38233105,0.167732928604251
"78",NA,"COTO DE CAZA","2018-Q1",1100000,"2018-01-01",4427.51314262984,880000,1265,5692.51314262984,227700.525705194,0.378206851730628
"79",NA,"COTTONWOOD","2018-Q1",230000,"2018-01-01",925.752748004422,184000,264.5,1190.25274800442,47610.1099201769,0.524199732541667
"80",NA,"COVINA","2018-Q1",525000,"2018-01-01",2113.13127261879,420000,603.75,2716.88127261879,108675.250904752,0.299074265627771
"81",NA,"CRESTLINE","2018-Q1",240000,"2018-01-01",966.002867482875,192000,276,1242.00286748287,49680.114699315,0.540443879973427
"82",NA,"CUPERTINO","2018-Q1",2230000,"2018-01-01",8975.77664369505,1784000,2564.5,11540.276643695,461611.065747802,0.174378218235216
"83",NA,"CYPRESS","2018-Q1",649950,"2018-01-01",2616.05651550206,519960,747.4425,3363.49901550206,134539.960620082,0.288558670270165
"84",NA,"DALY CITY","2018-Q1",1010000,"2018-01-01",4065.26206732377,808000,1161.5,5226.76206732377,209070.482692951,0.10336674196008
"85",NA,"DANA POINT","2018-Q1",924995,"2018-01-01",3723.11592669717,739996,1063.74425,4786.86017669717,191474.407067887,0.212077759457278
"86",NA,"DANVILLE","2018-Q1",1237500,"2018-01-01",4980.95228545857,990000,1423.125,6404.07728545857,256163.091418343,0.300355984051436
"87",NA,"DAVIS","2018-Q1",650000,"2018-01-01",2616.25776609945,520000,747.5,3363.75776609945,134550.310643978,0.279241945530462
"88",NA,"DEL MAR","2018-Q1",1776875,"2018-01-01",7151.94310482764,1421500,2043.40625,9195.34935482764,367813.974193106,0.135138336208464
"89",NA,"DESERT HOT SPRINGS","2018-Q1",215000,"2018-01-01",865.377568786742,172000,247.25,1112.62756878674,44505.1027514697,0.394376889984677
"90",NA,"DIAMOND BAR","2018-Q1",677500,"2018-01-01",2726.9455946652,542000,779.125,3506.0705946652,140242.823786608,0.314886788642376
"91",NA,"DINUBA","2018-Q1",240000,"2018-01-01",966.002867482875,192000,276,1242.00286748287,49680.114699315,0.414848766031382
"92",NA,"DISCOVERY BAY","2018-Q1",545000,"2018-01-01",2193.6315115757,436000,626.75,2820.3815115757,112815.260463028,0.510665145550485
"93",NA,"DIXON","2018-Q1",426238.5,"2018-01-01",1715.61505513166,340990.8,490.174275,2205.78933013166,88231.5732052666,0.434249989558229
"94",NA,"DOWNEY","2018-Q1",567000,"2018-01-01",2282.18177442829,453600,652.05,2934.23177442829,117369.270977132,0.228574593366009
"95",NA,"DUARTE","2018-Q1",503888,"2018-01-01",2028.15522037588,403110.4,579.4712,2607.62642037588,104305.056815035,0.343123366094162
"96",NA,"DUBLIN","2018-Q1",882500,"2018-01-01",3552.07304397349,706000,1014.875,4566.94804397349,182677.92175894,0.337096606222002
"97",NA,"EAST PALO ALTO","2018-Q1",950000,"2018-01-01",3823.76135045305,760000,1092.5,4916.26135045305,196650.454018122,0.0906364567354516
"98",NA,"EASTVALE","2018-Q1",575000,"2018-01-01",2314.38187001105,460000,661.25,2975.63187001105,119025.274800442,0.492182425267353
"99",NA,"EL CAJON","2018-Q1",507400,"2018-01-01",2042.29106233671,405920,583.51,2625.80106233671,105032.042493468,0.19594936789859
"100",NA,"EL CERRITO","2018-Q1",910000,"2018-01-01",3662.76087253923,728000,1046.5,4709.26087253923,188370.434901569,0.340260074182871
"101",NA,"EL DORADO HILLS","2018-Q1",617500,"2018-01-01",2485.44487779448,494000,710.125,3195.56987779448,127822.795111779,0.5448710996831
"102",NA,"EL MONTE","2018-Q1",525000,"2018-01-01",2113.13127261879,420000,603.75,2716.88127261879,108675.250904752,0.137892902607367
"103",NA,"ELK GROVE","2018-Q1",415000,"2018-01-01",1670.3799583558,332000,477.25,2147.6299583558,85905.1983342322,0.52506622619076
"104",NA,"ENCINITAS","2018-Q1",995750,"2018-01-01",4007.90564706697,796600,1145.1125,5153.01814706697,206120.725882679,0.216156505185434
"105",NA,"ESCONDIDO","2018-Q1",515000,"2018-01-01",2072.88115314034,412000,592.25,2665.13115314034,106605.246125613,0.238773374440736
"106",NA,"EUREKA","2018-Q1",258000,"2018-01-01",1038.45308254409,206400,296.7,1335.15308254409,53406.1233017636,0.349797650984395
"107",NA,"EXETER","2018-Q1",237500,"2018-01-01",955.940337613262,190000,273.125,1229.06533761326,49162.6135045305,0.491594280004816
"108",NA,"FAIR OAKS","2018-Q1",440000,"2018-01-01",1771.00525705194,352000,506,2277.00525705194,91080.2102820775,0.471281238393252
"109",NA,"FAIRFIELD","2018-Q1",440000,"2018-01-01",1771.00525705194,352000,506,2277.00525705194,91080.2102820775,0.420239195987664
"110",NA,"FALLBROOK","2018-Q1",557500,"2018-01-01",2243.94416092376,446000,641.125,2885.06916092376,115402.76643695,0.209524018228357
"111",NA,"FELTON","2018-Q1",575000,"2018-01-01",2314.38187001105,460000,661.25,2975.63187001105,119025.274800442,0.295873939452052
"112",NA,"FOLSOM","2018-Q1",530000,"2018-01-01",2133.25633235802,424000,609.5,2742.75633235802,109710.253294321,0.536931408726056
"113",NA,"FONTANA","2018-Q1",395000,"2018-01-01",1589.8797193989,316000,454.25,2044.1297193989,81765.1887759559,0.44037128705315
"114",NA,"FORESTHILL","2018-Q1",370000,"2018-01-01",1489.25442070277,296000,425.5,1914.75442070277,76590.1768281106,0.455407842146626
"115",NA,"FORTUNA","2018-Q1",312825,"2018-01-01",1259.12436258471,250260,359.74875,1618.87311258471,64754.9245033884,0.338958798947506
"116",NA,"FOUNTAIN VALLEY","2018-Q1",768500,"2018-01-01",3093.22168191912,614800,883.775,3976.99668191912,159079.867276765,0.215394310185864
"117",NA,"FREMONT","2018-Q1",1066000,"2018-01-01",4290.6627364031,852800,1225.9,5516.5627364031,220662.509456124,0.215663749131825
"118",NA,"FRESNO","2018-Q1",245000,"2018-01-01",986.127927222102,196000,281.75,1267.8779272221,50715.1170888841,0.468840072267165
"119",NA,"FULLERTON","2018-Q1",642500,"2018-01-01",2586.07017649061,514000,738.875,3324.94517649061,132997.807059625,0.246259924184457
"120",NA,"GALT","2018-Q1",339500,"2018-01-01",1366.49155629348,271600,390.425,1756.91655629348,70276.6622517394,0.506034544559669
"121",NA,"GARDEN GROVE","2018-Q1",585000,"2018-01-01",2354.63198948951,468000,672.75,3027.38198948951,121095.27957958,0.19743899586312
"122",NA,"GARDENA","2018-Q1",529000,"2018-01-01",2129.23132041017,423200,608.35,2737.58132041017,109503.252816407,0.207868976880809
"123",NA,"GILROY","2018-Q1",780000,"2018-01-01",3139.50931931934,624000,897,4036.50931931934,161460.372772774,0.256465654670888
"124",NA,"GLENDALE","2018-Q1",762000,"2018-01-01",3067.05910425813,609600,876.3,3943.35910425813,157734.364170325,0.166689696442162
"125",NA,"GLENDORA","2018-Q1",585000,"2018-01-01",2354.63198948951,468000,672.75,3027.38198948951,121095.27957958,0.337267017110147
"126",NA,"GOLD RIVER","2018-Q1",454000,"2018-01-01",1827.35542432177,363200,522.1,2349.45542432177,93978.2169728709,0.634588542093649
"127",NA,"GOLETA","2018-Q1",805000,"2018-01-01",3240.13461801548,644000,925.75,4165.88461801548,166635.384720619,0.206422024899748
"128",NA,"GRANITE BAY","2018-Q1",753500,"2018-01-01",3032.84650270144,602800,866.525,3899.37150270144,155974.860108058,0.393047228040914
"129",NA,"GRASS VALLEY","2018-Q1",4e+05,"2018-01-01",1610.00477913812,320000,460,2070.00477913812,82800.191165525,0.203320771362386
"130",NA,"GROVER BEACH","2018-Q1",510000,"2018-01-01",2052.75609340111,408000,586.5,2639.25609340111,105570.243736044,0.257005972233991
"131",NA,"HACIENDA HEIGHTS","2018-Q1",662500,"2018-01-01",2666.57041544752,530000,761.875,3428.44541544752,137137.816617901,0.260913827661946
"132",NA,"HALF MOON BAY","2018-Q1",1320000,"2018-01-01",5313.01577115581,1056000,1518,6831.01577115581,273240.630846232,0.238775343941226
"133",NA,"HANFORD","2018-Q1",240000,"2018-01-01",966.002867482875,192000,276,1242.00286748287,49680.114699315,0.554073297842034
"134",NA,"HAWTHORNE","2018-Q1",607000,"2018-01-01",2443.1822523421,485600,698.05,3141.2322523421,125649.290093684,0.128922729281837
"135",NA,"HAYWARD","2018-Q1",660000,"2018-01-01",2656.50788557791,528000,759,3415.50788557791,136620.315423116,0.23126894482671
"136",NA,"HEALDSBURG","2018-Q1",9e+05,"2018-01-01",3622.51075306078,720000,1035,4657.51075306078,186300.430122431,0.150919341291959
"137",NA,"HEMET","2018-Q1",252400,"2018-01-01",1015.91301563616,201920,290.26,1306.17301563616,52246.9206254463,0.350450529943503
"138",NA,"HERCULES","2018-Q1",547500,"2018-01-01",2203.69404144531,438000,629.625,2833.31904144531,113332.761657812,0.492015573530603
"139",NA,"HESPERIA","2018-Q1",265000,"2018-01-01",1066.62816617901,212000,304.75,1371.37816617901,54855.1266471603,0.459611244776313
"140",NA,"HIDDEN VALLEY LAKE","2018-Q1",310500,"2018-01-01",1249.76620980597,248400,357.075,1606.84120980597,64273.6483922388,0.533697767598184
"141",NA,"HIGHLAND","2018-Q1",335500,"2018-01-01",1350.3915085021,268400,385.825,1736.2165085021,69448.6603400841,0.443698745310148
"142",NA,"HILLSBOROUGH","2018-Q1",4800000,"2018-01-01",19320.0573496575,3840000,5520,24840.0573496575,993602.2939863,0
"143",NA,"HOLLISTER","2018-Q1",542017,"2018-01-01",2181.62490093527,433613.6,623.31955,2804.94445093527,112197.778037411,0.313800682126039
"144",NA,"HUNTINGTON BEACH","2018-Q1",761000,"2018-01-01",3063.03409231028,608800,875.15,3938.18409231028,157527.363692411,0.2530449734386
"145",NA,"IMPERIAL BEACH","2018-Q1",523750,"2018-01-01",2108.10000768398,419000,602.3125,2710.41250768398,108416.500307359,0.151012383010549
"146",NA,"INDIAN WELLS","2018-Q1",660000,"2018-01-01",2656.50788557791,528000,759,3415.50788557791,136620.315423116,0.372851972200007
"147",NA,"INDIO","2018-Q1",305000,"2018-01-01",1227.62864409282,244000,350.75,1578.37864409282,63135.1457637128,0.448631196896903
"148",NA,"IRVINE","2018-Q1",819000,"2018-01-01",3296.48478528531,655200,941.85,4238.33478528531,169533.391411412,0.271431357970514
"149",NA,"JAMUL","2018-Q1",674000,"2018-01-01",2712.85805284774,539200,775.1,3487.95805284774,139518.32211391,0.477457303744706
"150",NA,"JOSHUA TREE","2018-Q1",165000,"2018-01-01",664.126971394477,132000,189.75,853.876971394477,34155.0788557791,0.595820027728414
"151",NA,"KELSEYVILLE","2018-Q1",279000,"2018-01-01",1122.97833344884,223200,320.85,1443.82833344884,57753.1333379537,0.446351677305865
"152",NA,"KINGSBURG","2018-Q1",305000,"2018-01-01",1227.62864409282,244000,350.75,1578.37864409282,63135.1457637128,0.505853764912415
"153",NA,"LA HABRA","2018-Q1",568000,"2018-01-01",2286.20678637614,454400,653.2,2939.40678637614,117576.271455045,0.26095970118084
"154",NA,"LA MESA","2018-Q1",530000,"2018-01-01",2133.25633235802,424000,609.5,2742.75633235802,109710.253294321,0.242707096856688
"155",NA,"LA MIRADA","2018-Q1",565000,"2018-01-01",2274.1317505326,452000,649.75,2923.8817505326,116955.270021304,0.359015176158136
"156",NA,"LA PUENTE","2018-Q1",450000,"2018-01-01",1811.25537653039,360000,517.5,2328.75537653039,93150.2150612156,0.300581357687684
"157",NA,"LA QUINTA","2018-Q1",450000,"2018-01-01",1811.25537653039,360000,517.5,2328.75537653039,93150.2150612156,0.4525004546565
"158",NA,"LA VERNE","2018-Q1",642500,"2018-01-01",2586.07017649061,514000,738.875,3324.94517649061,132997.807059625,0.289898163951288
"159",NA,"LADERA RANCH","2018-Q1",716500,"2018-01-01",2883.92106063117,573200,823.975,3707.89606063117,148315.842425247,0.511306182657605
"160",NA,"LAFAYETTE","2018-Q1",1275000,"2018-01-01",5131.89023350277,1020000,1466.25,6598.14023350277,263925.609340111,0.299568633649485
"161",NA,"LAGUNA BEACH","2018-Q1",1850000,"2018-01-01",7446.27210351383,1480000,2127.5,9573.77210351383,382950.884140553,0.197651549411775
"162",NA,"LAGUNA HILLS","2018-Q1",7e+05,"2018-01-01",2817.50836349172,560000,805,3622.50836349172,144900.334539669,0.337782571038317
"163",NA,"LAGUNA NIGUEL","2018-Q1",799500,"2018-01-01",3217.99705230233,639600,919.425,4137.42205230233,165496.882092093,0.313099802269312
"164",NA,"LAKE ARROWHEAD","2018-Q1",405000,"2018-01-01",1630.12983887735,324000,465.75,2095.87983887735,83835.1935550941,0.430738083708521
"165",NA,"LAKE ELSINORE","2018-Q1",359949.5,"2018-01-01",1448.80103812095,287959.6,413.941925,1862.74296312095,74509.7185248379,0.439462145998434
"166",NA,"LAKE FOREST","2018-Q1",667500,"2018-01-01",2686.69547518675,534000,767.625,3454.32047518675,138172.81900747,0.348119812552154
"167",NA,"LAKESIDE","2018-Q1",471250,"2018-01-01",1896.7868804221,377000,541.9375,2438.7243804221,97548.9752168841,0.349096277395103
"168",NA,"LAKEWOOD","2018-Q1",568000,"2018-01-01",2286.20678637614,454400,653.2,2939.40678637614,117576.271455045,0.330766215233265
"169",NA,"LANCASTER","2018-Q1",265000,"2018-01-01",1066.62816617901,212000,304.75,1371.37816617901,54855.1266471603,0.477071571619069
"170",NA,"LATHROP","2018-Q1",403000,"2018-01-01",1622.07981498166,322400,463.45,2085.52981498166,83421.1925992664,0.393206581163987
"171",NA,"LEMON GROVE","2018-Q1",454000,"2018-01-01",1827.35542432177,363200,522.1,2349.45542432177,93978.2169728709,0.27168381813478
"172",NA,"LEMOORE","2018-Q1",245000,"2018-01-01",986.127927222102,196000,281.75,1267.8779272221,50715.1170888841,0.523967103034258
"173",NA,"LINCOLN","2018-Q1",440000,"2018-01-01",1771.00525705194,352000,506,2277.00525705194,91080.2102820775,0.452497719185788
"174",NA,"LITTLEROCK","2018-Q1",260000,"2018-01-01",1046.50310643978,208000,299,1345.50310643978,53820.1242575912,0.534622997579364
"175",NA,"LIVERMORE","2018-Q1",760000,"2018-01-01",3059.00908036244,608000,874,3933.00908036244,157320.363214498,0.37229879274347
"176",NA,"LODI","2018-Q1",333500,"2018-01-01",1342.34148460641,266800,383.525,1725.86648460641,69034.6593842565,0.390752205277249
"177",NA,"LOMPOC","2018-Q1",345000,"2018-01-01",1388.62912200663,276000,396.75,1785.37912200663,71415.1648802653,0.356911264548746
"178",NA,"LONG BEACH","2018-Q1",568000,"2018-01-01",2286.20678637614,454400,653.2,2939.40678637614,117576.271455045,0.232578661682521
"179",NA,"LOOMIS","2018-Q1",489000,"2018-01-01",1968.23084249636,391200,562.35,2530.58084249636,101223.233699854,0.459194811957906
"180",NA,"LOS ALTOS","2018-Q1",3400000,"2018-01-01",13685.0406226741,2720000,3910,17595.0406226741,703801.624906962,0
"181",NA,"LOS ANGELES","2018-Q1",580000,"2018-01-01",2334.50692975028,464000,667,3001.50692975028,120060.277190011,0.228424280655104
"182",NA,"LOS BANOS","2018-Q1",340420,"2018-01-01",1370.1945672855,272336,391.483,1761.6775672855,70467.1026914201,0.298866729416538
"183",NA,"LOS GATOS","2018-Q1",1740000,"2018-01-01",7003.52078925084,1392000,2001,9004.52078925084,360180.831570034,0.244006341443828
"184",NA,"LOS OSOS","2018-Q1",540000,"2018-01-01",2173.50645183647,432000,621,2794.50645183647,111780.258073459,0.280322595360246
"185",NA,"MADERA","2018-Q1",255000,"2018-01-01",1026.37804670055,204000,293.25,1319.62804670055,52785.1218680222,0.442256767036435
"186",NA,"MANHATTAN BEACH","2018-Q1",2270000,"2018-01-01",9136.77712160886,1816000,2610.5,11747.2771216089,469891.084864354,0.184819314613777
"187",NA,"MANTECA","2018-Q1",396750,"2018-01-01",1596.92349030763,317400,456.2625,2053.18599030763,82127.4396123051,0.405559351204248
"188",NA,"MARINA","2018-Q1",578000,"2018-01-01",2326.45690585459,462400,664.7,2991.15690585459,119646.276234184,0.176788592637167
"189",NA,"MARIPOSA","2018-Q1",292500,"2018-01-01",1177.31599474475,234000,336.375,1513.69099474475,60547.6397897902,0.306926348590478
"190",NA,"MARTINEZ","2018-Q1",581000,"2018-01-01",2338.53194169813,464800,668.15,3006.68194169813,120267.277667925,0.364925781431122
"191",NA,"MARYSVILLE","2018-Q1",273500,"2018-01-01",1100.84076773569,218800,314.525,1415.36576773569,56614.6307094277,0.38905141684897
"192",NA,"MCKINLEYVILLE","2018-Q1",330000,"2018-01-01",1328.25394278895,264000,379.5,1707.75394278895,68310.1577115581,0.400704540100707
"193",NA,"MENIFEE","2018-Q1",365000,"2018-01-01",1469.12936096354,292000,419.75,1888.87936096354,75555.1744385416,0.409347925354966
"194",NA,"MENLO PARK","2018-Q1",2575000,"2018-01-01",10364.4057657017,2060000,2961.25,13325.6557657017,533026.230628067,0
